1.0000	0.3750	0.2308	0.2000	0.8000
0.3750	1.0000	0.4615	0.5000	0.5000
0.2308	0.4615	1.0000	0.8571	0.3077
0.2000	0.5000	0.8571	1.0000	0.2667
0.8000	0.5000	0.3077	0.2667	1.0000
