1.0000	0.0828	0.0817	0.0759	0.1529
0.0828	1.0000	0.1134	0.1280	0.1336
0.0817	0.1134	1.0000	0.1205	0.1128
0.0759	0.1280	0.1205	1.0000	0.1391
0.1529	0.1336	0.1128	0.1391	1.0000
